x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.01,47.4574,775000,3,2.5,241200,9,2620,172933
-122.31,47.6996,590000,4,1.5,5109,7,1630,5109
-122.303,47.6104,863500,4,3,2760,8,1260,2780
-122.403,47.6453,517500,3,1,7000,7,1350,7000
-122.331,47.6891,700000,3,3,7440,7,1570,4960
-122.361,47.7259,699000,3,2.5,8154,10,1660,8155
-121.984,47.7453,350000,3,2.5,3574,7,1970,2962
-122.04,47.6365,795000,4,2.5,16564,10,3160,12415
-122.338,47.7369,543000,3,2.5,7640,7,2090,7668
-121.969,47.7364,325000,3,2.5,3143,7,1740,3591
-122.318,47.5254,337500,3,1,6000,7,1240,6000
-122.233,47.7281,425000,2,1,11080,7,1600,9259
-122.115,47.5628,780000,3,2.5,9773,9,2560,11787
-122.148,47.5044,259000,2,1,17389,5,2140,14419
-122.166,47.5434,524400,4,1.75,12950,8,2090,12850
-122.243,47.2638,260000,3,2,8018,7,1610,8397
-122.244,47.7525,273000,2,2,1822,7,1078,1315
-122.266,47.3511,639900,4,2.5,75794,10,3710,17913
-122.262,47.3185,420000,4,2.5,8626,10,2990,9033
-122.136,47.5874,510500,3,1,8000,7,1470,8000
-122.325,47.742,290000,4,1,7200,6,1360,7200
-122.188,47.4917,226000,3,1.75,6269,6,1490,7722
-122.349,47.7049,300000,2,1,3844,6,1520,3844
-121.967,47.6393,407450,3,2,10860,7,1420,11982
-122.245,47.4879,390000,4,2.25,7920,7,1850,7800
-122.375,47.7599,1060000,6,2.75,20000,8,2730,20000
-122.342,47.2909,610000,3,2.5,18167,11,3990,20239
-122.292,47.4318,239975,3,2.5,7242,7,1350,8214
-122.248,47.504,375000,3,2.5,5760,7,1660,5762
-121.991,47.5524,742500,4,2.5,4400,9,2640,4554
-122.363,47.4979,450000,4,1.75,11625,8,1920,8855
-122.15,47.4539,300000,3,2.25,10395,8,2080,9360
-122.181,47.4119,216600,3,1.75,7700,7,1770,7360
-122.291,47.6847,525000,3,1.75,6120,7,1670,4590
-122.344,47.4559,455000,4,2.25,21000,8,1820,12480
-121.997,47.4613,390000,4,2.25,35218,8,2980,35218
-122.198,47.7025,450000,3,1.75,8667,7,1450,10530
-122.3,47.6058,382000,4,1,4400,7,1590,4400
-121.977,47.7378,287000,3,2.25,9600,7,1590,10104
-121.958,47.5538,460000,4,2,190357,8,2560,189100
-122.157,47.6783,435000,3,2.25,3015,7,1930,3612
-122.393,47.6371,575000,2,1,4032,8,1700,4042
-122.357,47.6402,626700,3,1.5,3600,7,1370,3600
-122.228,47.502,352000,4,1.5,8680,7,1440,9000
-122.212,47.6322,650000,3,1,6750,7,1460,8933
-122.196,47.288,197000,3,1,17630,7,1300,12000
-122.331,47.7565,340000,8,2.75,6695,7,1760,7624
-122.158,47.6916,560000,3,2,14985,7,2300,16067
-122.218,47.7186,354000,3,1.75,6300,7,1780,7200
-122.064,47.6373,670000,4,2.5,9086,9,2760,6733
-121.993,47.5533,769000,4,3.5,6202,9,2520,5001
-122.338,47.6662,650000,4,2.5,3139,7,1650,3740
-122.191,47.6234,650000,3,1.75,9484,7,1960,9630
-122.179,47.4107,289950,4,1.75,7416,7,1710,7527
-122.178,47.4674,300000,3,1.75,21138,7,1850,12200
-122.373,47.5521,471000,4,1.75,5750,7,1860,5750
-121.994,47.5759,639000,4,2.5,8540,9,2560,8475
-122.242,47.506,287000,2,1,6900,7,1910,7194
-122.056,47.578,740000,4,2.5,8335,10,2850,8678
-122.365,47.682,499922,3,2,3000,7,1460,3000
-122.018,47.5627,675000,4,2.5,14071,9,2670,10982
-122.173,47.7754,738515,5,2.75,9200,9,3360,9713
-122.318,47.567,445000,3,1.75,4800,8,1660,4800
-122.278,47.7117,1040000,4,2.25,11343,10,2790,10027
-122.308,47.5726,346000,2,1,2196,7,1160,3600
-122.286,47.5536,450000,3,2,4886,7,1400,4900
-122.161,47.3767,350000,4,2.5,13755,9,2650,13650
-122.287,47.6287,2400000,4,3.5,7200,10,4150,7200
-122.001,47.5834,594950,4,2.25,35008,8,2250,34794
-122.331,47.6542,1700000,5,3,5354,9,2330,4040
-122.299,47.2887,219000,2,1,9000,7,1550,9600
-121.854,47.531,450000,4,2.5,3982,7,2340,4067
-122.189,47.5055,402000,4,2.25,7311,7,1400,7203
-122.307,47.5531,275000,2,1,4000,6,1100,4000
-122.298,47.6051,421500,3,1.5,4500,7,1490,4000
-121.913,47.6804,560000,3,3,60392,9,2770,64033
-122.155,47.4749,314000,3,1.75,9600,7,1660,10200
-122.343,47.4905,287000,4,2,8190,7,1410,9721
-122.206,47.4768,277000,4,1,5750,6,1330,5750
-122.395,47.5697,337500,2,1,6731,7,1240,6731
-122.107,47.6858,792000,4,2.75,10245,10,3140,9028
-121.978,47.7462,435000,3,2.5,7074,8,2060,6548
-122.212,47.4558,313100,4,2.5,9030,7,1870,9030
-122.361,47.6784,575000,3,2.25,3333,7,1700,3750
-122.384,47.7762,510000,4,2.5,7800,8,2010,9100
-122.373,47.5311,299950,2,1,5200,6,950,5200
-122.413,47.6493,1030000,3,3,5800,9,2580,5800
-122.355,47.7496,364000,4,1.75,8625,7,1500,8400
-122.343,47.7479,335000,3,1,7470,7,1440,7473
-122.314,47.4211,219950,3,1,8000,6,1430,8000
-122.048,47.3889,215000,3,2,6994,7,1290,7514
-122.116,47.2964,640000,4,2.5,215186,8,2430,142005
-122.384,47.6505,535000,3,1,6300,7,1560,1601
-122.306,47.3493,253000,4,2,7826,7,1540,7826
-122.3,47.622,650000,2,2.5,2500,8,1640,2500
-122.375,47.6845,672000,3,2.25,4445,8,1330,4445
-122.365,47.7213,606000,3,1.75,8540,8,2280,8540
-122.156,47.4762,292000,3,2.25,9720,8,1710,9790
-122.207,47.3802,289950,3,2,7757,8,2290,7859
-122.401,47.3168,257500,4,1.5,9323,7,1180,9611
-122.342,47.7586,380000,3,2.5,6985,7,2160,7990
-122.343,47.6958,360000,3,1.75,1113,8,1010,1038
-122.188,47.3933,269500,3,1.75,7412,7,1980,7350
-122.04,47.3596,449000,4,2.5,6031,9,2570,5012
-122.328,47.7197,375000,4,1.5,7232,7,1540,7232
-122.077,47.5554,2200000,5,4.75,10450,11,3330,14810
-122.102,47.7391,810000,4,2.5,59242,11,2930,39400
-121.992,47.611,994000,5,3.25,7861,10,4020,7528
-122.177,47.4058,275000,5,2.25,10500,7,1820,7500
-122.025,47.6972,300000,2,1,2482,7,1290,2482
-122.282,47.4726,380000,5,2.5,8428,7,1500,11810
-122.324,47.4229,200000,3,2,10051,7,1440,9800
-122.326,47.6224,635000,3,3.5,1349,9,1830,3300
-122.379,47.5642,280000,2,1,5750,6,1190,5750
-121.876,47.5372,574000,3,2.5,6832,8,2580,6832
-122.208,47.6223,1050000,4,1,9729,6,2920,10353
-121.748,47.4575,545000,3,2.25,191228,8,2440,87120
-122.173,47.5467,271950,3,1.5,8400,7,2110,9119
-122.35,47.336,630000,5,1.75,24969,8,2790,15600
-122.236,47.7273,400000,2,1,10800,7,1600,10800
-122.172,47.3321,334000,4,2.5,6200,8,2480,6200
-122.287,47.5717,332500,4,2,4855,7,1300,4080
-122.309,47.5892,525000,2,1.5,1444,9,1660,1642
-122.042,47.3675,408000,3,2.5,8403,8,2190,7842
-122.016,47.5596,846450,4,2.5,7491,9,3040,7491
-122.155,47.5882,411100,3,1.5,10323,7,1580,7200
-122.154,47.3904,409124,5,3.25,11340,8,2330,8339
-122.386,47.5119,335950,2,1.5,5192,7,1190,5320
-122.134,47.6544,480000,5,2.5,9597,7,1800,8553
-122.212,47.4234,280000,2,1.75,30144,7,1960,10140
-122.038,47.5978,668000,4,2.5,4410,8,2670,4410
-122.246,47.7199,750000,4,2.5,8641,8,2120,11175
-122.379,47.6929,394475,2,1,4000,6,950,4000
-122.31,47.664,848000,5,1.75,4320,7,2870,4320
-122.313,47.6195,675000,3,1.5,3600,8,1740,1885
-122.176,47.4491,175000,3,1,7572,6,1170,7667
-122.386,47.5233,560000,4,1.5,6000,8,2020,6000
-122.031,47.6288,538888,5,2.75,13189,8,2030,11847
-122.352,47.4612,359000,4,1.75,9244,8,1840,9387
-121.967,47.7362,300000,3,2.25,5128,7,1680,4652
-122.19,47.3603,273000,3,2.5,5994,7,1930,6666
-122.323,47.6265,670000,3,2.5,1438,9,1490,1439
-122.029,47.6323,530000,4,2.25,8376,8,1890,7875
-122.333,47.667,625000,3,1.5,3060,7,1260,4488
-122.323,47.4187,248000,3,1,6000,6,1520,6600
-122.002,47.5793,533000,3,2.5,4812,8,1930,5264
-122.214,47.7176,549950,4,3.5,10510,8,2200,7408
-122.361,47.7719,485000,4,1.75,7392,8,1660,8363
-122.033,47.3848,353500,3,2.5,4845,7,1930,5134
-122.053,47.6276,435000,2,1.75,12142,9,2580,12326
-122.262,47.5075,241000,3,1,10000,6,1340,10000
-122.304,47.6737,885000,4,2.75,3560,8,1860,3560
-122.323,47.6227,799200,6,3,2370,7,2180,2460
-122.175,47.6362,760000,3,2.5,12746,8,2100,12746
-122.26,47.519,270000,2,1,5700,6,1380,5700
-122.096,47.6339,675000,4,1.75,7475,9,2040,8480
-122.129,47.6631,499000,3,2.5,5940,8,1720,6136
-122.183,47.6477,1200000,3,2.5,28718,10,3440,35021
-122.038,47.3588,320000,4,2.5,4865,8,2570,4933
-122.008,47.4375,890000,4,3.25,210254,10,2410,87120
-122.275,47.3424,275000,4,2.75,7350,7,1940,7420
-122.127,47.363,490000,4,2.5,8302,10,3020,8406
-122.303,47.6033,550000,3,2.5,4200,7,1590,4200
-122.186,47.5112,390000,5,2,9537,7,1760,9533
-122.279,47.3683,277000,3,2.25,11920,7,1690,11839
-122.302,47.2613,236000,3,1.75,7647,7,1660,9219
-122.197,47.3096,265953,3,1.75,13068,7,2090,16988
-122.113,47.6413,545000,3,2.25,6240,8,1910,7000
-122.229,47.7163,535000,3,2.5,10109,8,1780,9660
-122.158,47.5654,1450000,3,2.75,9671,9,3390,9360
-122.308,47.554,490000,4,3,3497,9,2330,5242
-121.818,47.5223,319950,4,2.5,7200,6,1440,7200
-122.196,47.6821,625000,3,1.5,7200,7,2280,7200
-122.177,47.4233,248000,3,1,6947,7,1760,8657
-122.143,47.6024,475000,3,1.75,7840,8,2050,7644
-122.294,47.7636,410000,6,2.75,9324,7,1820,11000
-122.29,47.6604,670000,3,2.5,2000,9,1950,5000
-121.994,47.4733,430000,3,2.5,35438,7,2000,51836
-122.029,47.5321,313000,2,1,4900,6,1650,7121
-122.242,47.5395,950000,3,3.25,15093,9,4340,20031
-122.311,47.6238,751750,2,2,5400,8,1590,5400
-122.066,47.5353,760000,4,2.5,5280,9,2990,6299
-122.141,47.5069,310650,3,1.75,12408,7,1480,17800
-122.191,47.3279,367500,4,3,7231,8,2820,7311
-122.314,47.6962,580000,4,2.5,5000,8,2030,6380
-122.298,47.6122,580000,3,2.25,3960,8,1310,3960
-122.051,47.6293,665000,4,2.5,10000,10,2720,10020
-122.259,47.3393,239950,3,2.25,8280,7,1920,8120
-122.272,47.7678,470000,4,2.5,30083,8,2220,11627
-122.31,47.6816,733000,3,1.75,3060,8,1800,3960
-122.209,47.4133,250000,4,2,8400,7,1550,8596
-122.339,47.7651,402000,4,1.75,9176,7,1480,9176
-122.257,47.5108,295000,5,3.5,5107,7,1410,5650
-122.377,47.3185,355000,5,2.5,8000,8,2344,8000
-122.089,47.4511,289000,3,1.5,22486,6,1850,20160
-122.349,47.7162,376000,3,2.25,9140,7,1400,8204
-122.374,47.5375,212700,2,1,5040,7,940,5040
-122.152,47.367,325000,3,1.75,13095,9,2750,13095
-121.957,47.7245,415000,4,2.5,5743,7,2490,6300
-122.364,47.7475,935000,3,2.5,15151,8,3140,14375
-121.964,47.7317,372000,3,2.5,15260,7,2370,15235
-122.318,47.4853,240000,3,1.5,8366,7,1770,8400
-122.155,47.5089,334950,3,1.75,16262,7,1900,7972
-122.04,47.3597,426500,4,2.5,4640,9,2750,4623
-122.348,47.4382,430000,2,1.75,14874,8,2920,15084
-122.269,47.5396,400000,3,1.5,6183,7,1750,6183
-122.3,47.5684,455850,3,2.25,6000,7,1970,6232
-122.204,47.5876,1970000,4,3.5,8510,10,2960,10347
-122.244,47.7655,400000,3,1.75,10731,7,2100,12593
-122.139,47.5742,397500,3,1,10480,7,1480,12200
-122.356,47.6476,755000,3,2.5,1950,8,1560,1340
-122.184,47.4646,287000,5,1.5,9230,7,1730,9230
-122.06,47.3711,480000,4,2.5,16000,9,2590,16000
-121.8,47.4833,490000,3,2.5,9622,8,2390,9868
-122.125,47.441,365000,3,2.5,6715,8,2260,7373
-122.164,47.4899,260000,3,2.5,2244,7,1600,1700
-122.342,47.763,505000,4,1,12675,7,1820,7995
-122.3,47.6147,260000,2,1,4800,7,1440,4800
-122.3,47.6147,430000,2,1,4800,7,1440,4800
-122.095,47.5535,905000,4,2.5,12193,10,3470,11318
-122.128,47.6638,440000,3,2,6408,8,1750,6402
-122.285,47.6878,439500,4,1,5500,7,1530,5790
-122.187,47.4919,270000,3,2,6696,6,1350,6700
-122.073,47.3627,306500,3,2.5,6291,7,1980,8852
-122.369,47.5653,380000,3,2,1656,8,1470,2288
-122.135,47.3281,215000,4,1.75,9652,7,1220,9800
-122.34,47.7289,299900,2,1,6150,7,1080,7200
-122.195,47.622,1450000,4,3.5,7809,10,2630,7904
-122.271,47.2738,239950,3,1,33888,5,1430,19200
-122.373,47.7741,494000,4,2.5,7345,8,1990,7700
-122.163,47.4996,317500,4,1.5,7700,7,1650,8066
-122.201,47.6888,670000,4,2.5,7291,7,2350,8625
-121.861,47.5401,650000,3,2.5,7831,9,3140,7438
-122.263,47.5514,852000,4,2.5,7328,8,1670,5080
-122.213,47.7094,250000,2,1.5,1360,7,1098,1469
-122.194,47.4433,264950,3,1.5,10853,7,1620,10849
-122.372,47.7044,582500,2,2,6804,7,1380,6930
-122.313,47.586,384000,3,2.5,1564,7,1540,2875
-122.359,47.6431,817000,3,1.5,3360,8,1930,4320
-122.157,47.4756,320000,4,1.75,9520,7,1550,11211
-122.276,47.7765,445800,4,2.25,39446,8,2140,12043
-122.265,47.5273,263300,2,1,4500,7,1175,5320
-122.339,47.7508,215000,3,1,6635,6,1170,8000
-122.323,47.6736,842500,5,4,4500,7,1560,4225
-122.323,47.6736,850000,5,4,4500,7,1560,4225
-122.183,47.4199,386000,5,2.5,12413,7,1900,7416
-122.204,47.3849,251100,4,2.5,5257,7,1680,5320
-122.089,47.7421,435000,3,1.75,16748,7,1750,16050
-121.993,47.5812,870000,4,4,12811,10,3530,11783
-122.209,47.6255,800000,6,1,20620,7,2450,10080
-122.122,47.6916,555000,3,1.75,15500,7,1610,7500
-122.389,47.525,280000,2,1,37500,7,2360,6000
-122.383,47.6744,356000,3,1,2366,6,1500,5000
-121.859,47.5333,675000,4,2.5,6000,9,3100,6001
-122.057,47.6415,605000,4,2.25,11900,9,2470,11900
-122.301,47.6283,690500,5,2,4211,7,1680,4000
-122.032,47.7143,437000,2,1.75,4225,8,1680,6200
-122.203,47.6395,850000,5,2,13430,8,2810,13906
-122.311,47.5895,350000,4,2.25,4600,7,1540,3000
-122.297,47.5577,480000,2,2.25,6770,8,1820,7875
-122.112,47.4786,379500,3,2.25,25641,8,1500,25641
-122.275,47.4702,600000,5,4.5,9784,10,2720,10080
-122.12,47.5496,1440000,4,3.5,16582,11,3580,13335
-122.288,47.5708,303000,2,1.5,1075,7,1000,1083
-122.247,47.5095,800000,4,2.5,10037,9,2430,9272
-122.351,47.6809,549000,2,2,6000,7,1280,3900
-122.27,47.457,324950,3,2.5,9600,7,2070,9600
-122.306,47.4906,170000,2,1,6537,6,1100,8701
-122.08,47.3704,178000,3,1,6500,6,870,5200
-122.178,47.4522,144000,3,1,8314,6,1188,7700
-122.242,47.5389,1580000,4,2.75,20031,9,3330,18777
-121.89,47.5655,258000,2,1,7000,6,1100,8777
-122.375,47.5194,345000,3,1.75,5050,6,900,5050
-122.273,47.7735,470000,3,1.75,14800,8,2320,12474
-122.264,47.5379,2900000,5,2.5,91681,10,3540,24293
-122.213,47.7141,350000,3,1.5,7790,7,1390,7280
-122.21,47.3177,225500,2,1.75,11276,7,1750,10687
-122.385,47.6488,473000,2,1,4000,6,1180,6000
-122.313,47.3997,279000,3,1.75,9623,7,1820,9623
-122.301,47.7009,470000,3,1,8227,6,1530,8128
-122.284,47.67,565000,3,1.75,4800,6,1510,4080
-122.395,47.5506,695000,3,2,6800,8,1780,6800
-122.007,47.2559,315000,3,1.75,37642,7,2070,54450
-121.999,47.5664,529000,3,2.5,4499,8,2130,5114
-122.054,47.6745,750000,5,3.75,101494,8,3250,38636
-122.234,47.7326,481500,3,2.25,10500,7,1840,7374
-122.051,47.3897,211000,3,2,7412,7,1080,7093
-122.198,47.7321,455000,3,2.25,7500,7,1940,7192
-122.203,47.4909,238950,2,1,4838,5,890,4838
-122.395,47.6948,722500,4,3.5,5100,8,2000,6720
-122.07,47.5755,795000,4,2.5,19193,8,3230,13420
-122.281,47.361,327500,4,2.25,9600,8,2050,9240
-122.002,47.3548,585000,4,3,5100,9,3400,5672
-122.406,47.6656,775000,4,2,10875,7,3300,10080
-122.039,47.5989,645000,4,2.5,4200,8,2510,4200
-122.35,47.7373,445000,4,2.75,12368,8,2070,9575
-122.313,47.3815,257950,3,1.75,5858,7,1400,7500
-122.26,47.5055,375000,5,1.75,7560,7,1380,6570
-122.173,47.3661,245000,3,2.5,7223,7,1610,7162
-122.08,47.3228,725000,3,2.5,41022,11,2150,21429
-122.041,47.614,702000,4,2.5,4922,9,2920,4922
-122.148,47.4837,330000,3,1.75,14986,6,2660,10650
-122.362,47.6332,940000,3,1.5,4800,8,1780,3600
-122.296,47.7435,354500,3,1,11396,7,1600,8146
-122.229,47.3109,279950,4,2.75,8700,7,1070,4804
-122.04,47.3564,284000,3,2.25,7034,7,1470,7358
-122.263,47.7597,480000,5,2,21562,8,2150,12676
-122.263,47.7597,647500,5,2,21562,8,2150,12676
-122.024,47.75,625000,3,2.5,35000,9,2780,35862
-122.09,47.3623,152000,3,1,4875,7,1160,4875
-122.229,47.7231,322000,3,1,10181,7,1740,10194
-122.368,47.6684,445000,3,1.75,4000,7,1470,4000
-122.301,47.5936,595000,3,1,3960,7,1280,3960
-122.192,47.4339,165000,3,1,7334,7,1910,7859
-122.359,47.3063,278500,4,2.5,6206,7,2060,7092
-122.049,47.5322,517500,3,1.75,10625,8,2140,10922
-122.392,47.5312,343566,2,1,4200,7,1240,4000
-122.209,47.3207,286285,4,2.25,9714,7,1610,9272
-122.119,47.6214,474905,4,1.5,6200,6,1210,7178
-122.377,47.5535,550000,3,1.75,4800,7,1540,5000
-122.251,47.2849,286000,4,2.5,16000,6,1530,8000
-122.2,47.5836,900000,3,3.25,7215,8,2180,8931
-122.019,47.5675,449950,3,2.25,5159,7,1610,5210
-122.318,47.3684,259000,4,1.5,7560,7,1490,7689
-122.162,47.4564,340000,3,2.25,8125,7,1480,8284
-122.046,47.6969,785000,4,2.5,56192,9,3150,44431
-122.362,47.6757,490000,2,1,3300,6,1320,4000
-122.228,47.3782,344950,4,2,6250,7,2050,9000
-122.309,47.6289,950000,3,2,2975,9,2690,4800
-122.391,47.5925,810000,4,1.75,3988,7,1690,4144
-122.16,47.5643,998160,2,2.5,16050,9,3010,11612
-122.184,47.5199,377000,3,1.75,7389,8,2100,10348
-122.194,47.6653,595000,3,2,6773,8,2240,7201
-122.414,47.5754,313300,2,1,4800,6,1180,5900
-122.306,47.554,360000,5,1.75,5225,7,1220,5225
-122.337,47.3118,188000,3,1.75,7350,8,1840,7673
-121.929,47.6903,755000,3,2.5,203860,9,2410,144183
-122.357,47.6801,1290000,5,3.5,4060,10,1940,5000
-122.043,47.5378,455000,3,1,13280,6,1510,8723
-122.122,47.6582,817500,5,3.5,9312,10,3420,9860
-122.349,47.6598,550000,3,2.25,1481,8,1560,1350
-122.397,47.3107,260000,3,1.75,8725,8,2020,8352
-121.698,47.4855,320000,3,2,34175,7,2300,35174
-122.101,47.5506,1150000,3,3.25,10623,11,3850,11170
-122.308,47.7201,362000,4,2.5,7370,7,1590,9906
-122.386,47.6513,503500,3,2.5,1750,7,1640,1563
-122.001,47.5551,653000,3,2.5,3475,9,2340,3626
-122.058,47.7309,760000,4,2.75,12447,10,3700,13129
-122.358,47.6802,775000,4,1.75,5050,7,1760,5000
-122.398,47.5489,1340000,4,3.75,34689,9,3030,28598
-122.365,47.7767,417500,5,1.75,10911,7,2060,9688
-122.148,47.6729,525000,3,1.5,9350,7,1870,8671
-122.322,47.35,217000,2,1,2400,4,1220,4382
-122.201,47.7352,525000,4,2.75,6308,8,1970,7127
-122.324,47.7397,442500,4,2.25,8700,7,1470,7975
-122.158,47.5756,525000,4,1.75,10440,7,1480,10440
-122.193,47.7347,425500,4,1.75,10630,7,1550,8039
-121.886,47.5481,710000,3,2.75,218235,8,2450,218235
-122.422,47.3733,545000,4,3,10948,8,2380,13623
-122.145,47.44,410000,5,2.75,16410,8,1980,18000
-122.046,47.3601,245000,3,2.25,8100,7,1700,8100
-122.216,47.3057,194900,2,1,6697,6,1140,6695
-122.129,47.3732,284000,4,2.5,5390,7,2330,5390
-122.273,47.3088,280000,2,1.75,52769,6,1820,50529
-121.865,47.6724,280000,3,1.75,87991,6,2080,84300
-122.353,47.5304,360000,4,2,5500,7,1080,4900
-122.401,47.6604,405000,2,1,4323,6,1460,3300
-121.98,47.6002,865000,4,2.5,13981,10,3840,13624
-122.145,47.5747,483300,4,2,11100,7,1280,11100
-122.22,47.262,355000,4,2.5,9268,8,2100,8400
-122.038,47.3568,274950,3,2.25,8767,7,1570,7434
-122.405,47.6413,1930000,3,4.5,6134,11,3050,5281
-122.343,47.4294,755000,3,3.25,15586,11,3560,15046
-122.013,47.7097,1940000,4,5.75,223462,12,2680,7593
-121.774,47.4434,309212,3,1.75,9600,7,1520,9976
-122.351,47.3146,219950,3,2.25,7615,7,1540,8649
-122.362,47.6838,690000,3,2.5,5150,7,1400,4017
-122.354,47.5309,250800,3,1.75,4000,6,1140,4000
-122.025,47.4012,557500,3,2,35255,9,3140,36450
-122.327,47.6659,941000,4,1.75,3825,8,1940,3825
-122.277,47.6515,3650000,6,4.75,19401,11,3510,15810
-122.16,47.3942,305000,4,2.75,8600,7,1810,8600
-122.202,47.5983,815000,4,1.5,16110,8,2060,16110
-122.4,47.5799,1020000,3,2.5,34527,9,2480,7933
-122.287,47.5886,1240000,4,3,6990,9,2620,5310
-122.171,47.5269,535000,3,2.5,8164,9,2390,7499
-122.218,47.6388,775000,3,1,10454,6,2010,10800
-122.073,47.3725,255000,3,2,8670,7,1590,9253
-122.318,47.7532,327000,2,1,9750,7,1500,8775
-122.333,47.338,560000,4,2,8819,8,2960,9672
-122.208,47.6819,1340000,4,3.5,6349,9,2870,6349
-122.09,47.3643,199500,3,1.75,5200,7,1470,5200
-122.071,47.3901,760000,4,2.5,97574,9,2510,27068
-122.319,47.5249,439000,3,2.25,6000,8,1150,6000
-122.115,47.6164,527000,4,2.25,5250,7,2150,8560
-122.001,47.2099,199950,3,2.75,13590,6,1160,13545
-122.115,47.3766,254000,3,2.25,8188,7,1660,7000
-122.352,47.6914,393000,2,1,5000,7,1110,5000
-122.2,47.7393,585000,5,2.25,12614,8,2470,12392
-122.372,47.5227,450000,2,2,7740,7,1140,7740
-122.001,47.5539,565000,2,1.75,4008,9,2330,3752
-122.292,47.4291,330000,5,2.25,7900,7,2000,9132
-122.055,47.6106,870000,3,2,65340,9,3100,59603
-122.104,47.6228,585000,4,2.5,8117,8,2040,8199
-122.072,47.2674,500000,3,2.5,208737,9,2390,125017
-122.174,47.4655,225000,3,2,7384,7,1820,7992
-122.174,47.4655,295000,3,2,7384,7,1820,7992
-122.146,47.559,775000,3,2.75,14800,9,3300,10809
-121.776,47.4485,280000,3,1,11050,7,1520,10000
-122.347,47.6543,539000,3,2.5,3200,7,1180,1224
-122.338,47.4335,567500,3,1.75,14033,8,2550,16100
-122.298,47.7249,442500,4,2.25,7902,8,1860,8021
-122.268,47.5508,598200,5,3.75,4635,8,1100,5150
-122.202,47.6988,610000,4,2.5,10843,8,1780,10843
-122.018,47.5911,544900,3,2.5,4936,8,2250,4815
-122.094,47.7433,557500,4,2.5,38258,8,1960,17113
-122.064,47.6188,532500,3,2.5,7500,7,1560,7500
-122.216,47.5413,1350000,4,3.25,15907,10,2740,11358
-122.302,47.6428,750000,3,2,2825,7,1820,3750
-122.11,47.7251,530000,3,2.5,10958,8,1960,10282
-122.382,47.5516,346100,3,2.5,2036,7,1500,2036
-122.166,47.2959,260000,4,2.25,16800,9,2700,15680
-122.178,47.5683,365000,3,1.75,9150,7,1800,9940
-122.004,47.5898,615000,3,2,42800,7,1980,11250
-122.029,47.3862,318400,4,2.5,6916,7,1680,6995
-122.309,47.7615,498500,4,2.5,7172,8,1630,10127
-122.177,47.7222,450000,3,1.75,7490,7,1270,7350
-122.145,47.2757,200000,3,2,7905,7,1870,8400
-122.108,47.3627,234000,3,1,8906,7,1150,10414
-122.364,47.5065,121800,2,1,8384,5,1290,8384
-122.406,47.5773,805000,3,2.75,5875,8,2260,5492
-122.317,47.7435,410000,4,2.25,7283,8,1500,8134
-122.204,47.7144,475000,3,2.5,4534,8,1380,5100
-122.416,47.6696,1340000,4,2.5,21074,11,3390,20000
-122.355,47.5385,269000,1,1,7920,7,1000,7168
-122.113,47.6885,573000,4,2.25,9520,8,2000,9520
-122.293,47.5434,330000,3,2.5,2890,7,1540,2890
-122.344,47.4798,252750,4,1,7410,7,1020,7648
-122.032,47.7242,745000,2,2.5,7546,8,2170,7083
-122.05,47.3883,280000,3,2,7633,7,1450,6783
-122.375,47.5011,535000,4,2.5,6920,8,1540,7000
-122.288,47.6944,580000,4,1.5,5100,7,1880,5100
-122.209,47.456,301000,3,1.75,7200,7,1770,8075
-122.111,47.6259,600000,4,1.75,7700,7,1740,8120
-122.356,47.548,538900,5,3,6604,9,1650,6825
-121.999,47.354,366000,3,2.5,4375,8,2380,4606
-122.141,47.3504,303000,4,2.5,6783,8,2100,6192
-122.387,47.5388,432000,3,2.25,1578,8,1470,1668
-122.338,47.5088,300000,2,1.5,6120,6,1250,6120
-122.29,47.5873,908800,3,3,7826,8,980,6300
-122.386,47.6726,500000,3,1.5,4750,7,1460,4750
-122.289,47.3424,254000,5,2,16117,7,1510,13068
-122.389,47.6848,470000,5,1.5,4268,7,1530,3880
-122.108,47.6233,480000,3,2,7860,7,1850,8148
-122.185,47.6872,536000,3,1.75,8503,7,1610,8549
-122.07,47.5375,1350000,4,3.5,8611,11,4042,8321
-122.029,47.6478,550000,3,2.25,40887,8,2460,35700
-122.377,47.3036,260000,3,1.75,6400,7,1600,6400
-122.315,47.7675,284900,2,1.5,982,7,1160,1008
-122.35,47.6451,740000,3,2.5,3000,9,2200,3300
-122.388,47.5449,425000,2,1,5000,7,1170,5850
-122.359,47.5112,230000,3,1,7500,7,1120,5000
-122.385,47.5714,675000,3,1.5,4000,8,1910,4000
-122.167,47.3514,267500,3,1.75,7807,7,1810,8475
-122.265,47.5542,814000,4,2.5,8820,8,2310,8750
-121.999,47.6616,1250000,4,3,217800,9,2810,217800
-122.319,47.7165,460000,3,2,7232,7,1830,7220
-121.802,47.4865,445000,3,2.5,9608,8,2020,9834
-122.009,47.6111,715000,3,2.5,7027,8,2890,7197
-122.308,47.7083,425000,3,1.75,5992,7,1840,11000
-122.184,47.4324,370000,4,2.5,4750,8,2130,4071
-122.305,47.3263,302000,2,1.75,8200,6,1780,9020
-122.13,47.6019,453000,4,1.75,7420,7,1540,7420
-122.145,47.4755,290000,3,1.75,10716,7,1440,9870
